Forest ,"171 Elm Street , Tionesta, PA 16353-0367","Forest County Assistance Office
171 Elm Street
P.O. Box 367
Tionesta, PA 16353-0367","Toll Free: 1-800-876-0645
Phone: 814-755-3552
FAX: 814-755-3420",41.4907917,-79.4564818
Franklin,"620 Norland Avenue, Chambersburg, PA 17201-4205","Franklin County Assistance Office
620 Norland Avenue
Chambersburg, PA 17201-4205","Toll Free: 1-877-289-9177
Phone: 717-264-6121
LIHEAP 717-262-6579
FAX: 717-264-4801",39.9456394,-77.6419232
Fulton,"539 Fulton Drive, McConnellsburg, PA 17233","Fulton County Assistance Office
539 Fulton Drive
McConnellsburg, PA 17233","Toll Free: 1-800-222-8563
Phone: 717-485-3151
FAX: 717-485-3713",39.923017,-77.994271
Greene,"100 Greene Plaza, Waynesburg, PA 15370","Greene County Assistance Office
100 Greene Plaza
Waynesburg, PA 15370","Toll Free: 1-888-410-5658
Phone: 724-627-8171
LIHEAP 724-627-7668
FAX: 724-627-8096",39.8983451,-80.1476634
Huntingdon,"7591 Lake Raystown Shopping Center, Huntingdon, PA 16652-0398","Huntingdon County Assistance Office
7591 Lake Raystown Shopping Center
Huntingdon, PA 16652-0398","Toll Free: 1-800-237-7674
Phone: 814-643-1170
LIHEAP 814-643-4098
FAX: 814-643-5441",40.480008,-78.0121715
Indiana ,"2750 West Pike Road, Indiana, PA 15701","Indiana County Assistance Office
2750 West Pike Road
Indiana, PA 15701","Toll Free: 1-800-742-0679
Phone: 724-357-2900
LIHEAP 724-357-2918
FAX: 724-357-2951",40.6204482,-79.2023039
Jefferson,"100 Prushnok Drive, Punxsutawney, PA 15767-0720","Jefferson County Assistance Office
100 Prushnok Drive
P.O. Box 720
Punxsutawney, PA 15767-0720","Toll Free: 1-800-242-8214
Phone: 814-938-2990
LIHEAP 814-938-1329
FAX: 814-938-3842",40.946583,-78.9611692
Juniata ,"100 Meadow Lane, Mifflintown, PA 17059-9983","Juniata County Assistance Office
100 Meadow Lane
P.O. Box 65
Mifflintown, PA 17059-9983","Toll Free: 1-800-586-4282
Phone: 717-436-2158
FAX: 717-436-5402",40.5736336,-77.3842502
Lackawanna ,"100 Lackawanna Avenue, Scranton, PA 18503-1972","Lackawanna County Assistance Office
200 Scranton State Office Building
100 Lackawanna Avenue
Scranton, PA 18503-1972","Toll Free: 1-877-431-1887
Phone: 570-963-4525
LIHEAP: 570-963-4842
FAX: 570-963-4843",41.4092158,-75.6693928
Lancaster ,"832 Manor Street, Lancaster, PA 17604-4967","Lancaster County Assistance Office
832 Manor Street
P.O. Box 4967
Lancaster, PA 17604-4967","Phone: 717-299-7411
LIHEAP (cash) 717-299-7543
LIHEAP (crisis) 717-299-7543
FAX: 717-299-7565",40.0310812,-76.3199035
Lawrence ,"108 Cascade Galleria, New Castle, PA 16101-3900","Lawrence County Assistance Office
108 Cascade Galleria
New Castle, PA 16101-3900","Toll Free: 1-800-847-4522
Phone: 724-656-3000
LIHEAP 724-656-3021
FAX: 724-656-3076",41.0036719,-80.347009
Lebanon,"625 South Eighth Street, Lebanon, PA 17042-0870","Lebanon County Assistance Office
625 South Eighth Street
Lebanon, PA 17042-0870","Toll Free: 1-800-229-3926
Phone: 717-270-3600
LIHEAP 717-273-1641
FAX: 717-228-2589",40.3299179,-76.4242418
Lehigh ,"101 South 7th Street, Allentown, PA 18101-2295","Lehigh County Assistance Office
101 South 7th Street
Allentown, PA 18101-2295","Toll Free: 1-877-223-5956
Phone: 610-821-6509
FAX: 610-821-6705",40.6007604,-75.4703797
Luzerne,"205 South Washington Street, Wilkes-Barre, PA 18711-3298","Luzerne County Assistance Office
Wilkes-Barre District
205 South Washington Street
Wilkes-Barre, PA 18711-3298","Toll Free: 1-866-220-9320
Phone: 570-826-2100
LIHEAP: 570-826-2041
LIHEAP (crisis)
570-826-0510
FAX: 570-826-2178",41.2418443,-75.8865592
Lycoming ,"400 Little League Boulevard, Williamsport, PA 17703-0127","Lycoming County Assistance Office
400 Little League Boulevard
P.O. Box 127
Williamsport, PA 17703-0127","Toll Free: 1-877-867-4014
Phone: 570-327-3300
LIHEAP 570-327-3497
FAX: 570-321-6501",41.2427422,-77.008761
McKean,"68 Chestnut Street, Braford, PA 16701-0016","McKean County Assistance Office
68 Chestnut Street, Suite B
Braford, PA 16701-0016","Toll Free: 1-800-822-1108
Phone: 814-362-4671
FAX: 814-362-4959",41.9542493,-78.6480196
Mercer ,"2236 Highland Road, Hermitage, PA 16148-2896","Mercer County Assistance Office
2236 Highland Road
Hermitage, PA 16148-2896","Toll Free: 1-800-747-8405
Phone: 724-983-5000
LIHEAP 724-983-5022
FAX: 724-983-5706",41.2387893,-80.466887
Mifflin,"1125 Riverside Drive, Lewistown, PA 17044-1942","Mifflin County Assistance Office
1125 Riverside Drive
Lewistown, PA 17044-1942","Toll Free: 1-800-382-5253
Phone: 717-248-6746
LIHEAP 717-242-6095
FAX: 717-242-6099",40.5927191,-77.59021
Monroe,"1972 W. Main Street, Stroudsburg, PA 18360-0232","Monroe County Assistance Office
1972 W. Main Street, Suite 101
Stroudsburg, PA 18360-0232
","Toll Free: 1-877-905-1495
Phone: 570-424-3030
LIHEAP 570-424-3517
FAX: 570-424-3915",40.9824223,-75.2270085
Montgomery,"Norristown District, 1931 New Hope Street, Norristown, PA 19401-3191","Montgomery County Assistance Office
Norristown District
1931 New Hope Street
Norristown, PA 19401-3191","Toll Free: 1-877-398-5571
Phone: 610-270-3500
LIHEAP: 610-272-1752
FAX: 610-270-1678",40.1234898,-75.3179102
Montour,"327 Church Street, Danville, PA 17821-0278","Montour County Assistance Office
327 Church Street
Danville, PA 17821-0278","Toll Free: 1-866-596-5944
Phone: 570-275-7430
LIHEAP 1-866-410-2093
FAX: 570-275-7433",40.9619002,-76.6137928
Northampton,"201 Larry Holmes Drive, Easton, PA 18044-0010","Northampton County Assistance Office
201 Larry Holmes Drive
P.O. Box 10
Easton, PA 18044-0010","Toll Free: 1-800-349-5122
Phone: 610-250-1700
LIHEAP 610-250-1785/6
FAX: 610-250-1839",40.6888592,-75.2075139
Northumberland ,"320 Chestnut Street, Sunbury, PA 17801","Northumberland County Assistance Office
320 Chestnut Street
Sunbury, PA 17801","Toll Free: 1-800-368-8390
Phone: 570-988-5900
LIHEAP 570-988-5996
or 800-332-8583
FAX: 570-988-5918",40.8605228,-76.7929252
Perry ,"100 Centre Drive, New Bloomfield, PA 17068-0280","Perry County Assistance Office
100 Centre Drive
P.O. Box 280
New Bloomfield, PA 17068-0280","Toll Free: 1-800-991-1929
Phone: 717-582-2127
LIHEAP 717-582-5038
FAX: 717-582-4187",40.4180737,-77.2004301
BOULEVARD,"4109 Frankford Avenue, Philadelphia, PA 19124-4508","Boulevard District
4109 Frankford Avenue
Philadelphia, PA 19124-4508","Phone: 215-560-6500
FAX: 215-560-2087",40.0074366,-75.0909061
CHELTEN,"301 East Chelten Avenue, Philadelphia, PA 19144-5751","Chelten District
301 East Chelten Avenue, 1st Flr.
Philadelphia, PA 19144-5751","Phone: 215-560-5200
FAX: 215-560-5251",40.0393844,-75.1714349
DELANCEY,"5740 Market Street, Philadelphia, PA 19139-3204","Delancey District
5740 Market Street 2nd Floor
Philadelphia, PA 19139-3204","Phone: 215-560-3700
FAX: 215-560-2907",39.961008,-75.2365628
ELMWOOD,"5740 Market Street, Philadelphia, PA 19139-3204","Elmwood District
5740 Market Street 1st Floor
Philadelphia, PA 19139-3204","Phone: 215-560-3800
FAX: 215-560-2065",39.961008,-75.2365628
GLENDALE,"5201 Old York Road, Philadelphia, PA 19141-9943","Glendale District
5201 Old York Road
Philadelphia, PA 19141-9943","Phone: 215-560-4600
FAX: 215-456-5103",40.0329607,-75.1446309
LIBERTY,"219 East Lehigh Avenue, Philadelphia, PA 19125-1099","Liberty District
219 East Lehigh Avenue
Philadelphia, PA 19125-1099","Phone: 215-560-4000
FAX: 215-560-4065",39.9906262,-75.1278415
RIDGE,"1350 West Sedgley Avenue, Philadelphia, PA 19132-2498","Ridge/Tioga District
1350 West Sedgley Avenue
Philadelphia, PA 19132-2498","Phone: 215-560-4900
FAX: 215-560-4938",39.9987788,-75.152363
SOMERSET,"2701 N. Broad Street, Philadelphia, PA 19132-2743","Somerset District
2701 N. Broad Street, 2nd Flr.
Philadelphia, PA 19132-2743","Phone: 215-560-5400
FAX: 215-560-5403",39.9941385,-75.1539063
SOUTH,"1163 S. Broad Street, Philadelphia, PA 19147","South District
1163 S. Broad Street
Philadelphia, PA 19147","Phone: 215-560-4400
FAX: 215-218-4650",39.935939,-75.166614
UNITY,"4111 Frankford Avenue, Philadelphia, PA 19124","Unity District
4111 Frankford Avenue
Philadelphia, PA 19124","Phone: 215-560-6400
FAX: 215-560-2067",40.007892,-75.0903844
WEST,"5070 Parkside Avenue, Philadelphia, PA 19131-4747","West District
5070 Parkside Avenue
Philadelphia, PA 19131-4747","Phone: 215-560-6100
FAX: 215-560-2053",39.9800094,-75.2210804
Pike,"10 Buist Road, Milford, PA 18337","Pike County Assistance Office
Milford Professional Park
Suite 101
10 Buist Road
Milford, PA 18337","Toll Free: 1-866-267-9181
Phone: 570-296-6114
LIHEAP 570-296-6114
FAX: 570-296-4183",41.335122,-74.8339414
Potter,"269 Route 6 West, Room 1, Coudersport, PA 16915-8465","Potter County Assistance Office
269 Route 6 West, Room 1
Coudersport, PA 16915-8465","Toll Free: 1-800-446-9896
Phone: 814-274-4900
FAX: 814-274-3635",41.7782459,-78.0206703
Schuylkill ,"2640 Woodglen Road, Pottsville, PA 17901-1341","Schuylkill County Assistance Office
2640 Woodglen Road
P.O. Box 1100
Pottsville, PA 17901-1341","Toll Free: 1-877-306-5439
Phone: 570-621-3000
LIHEAP 570-621-3072
FAX: 570-624-3334",40.6769729,-76.2347486
Snyder,"83 Maple LaneSelinsgrove, PA 17870-1302","Snyder County Assistance Office
83 Maple LaneSelinsgrove, PA 17870-1302","Toll Free: 1-866-713-8584
Phone: 570-374-8126
LIHEAP: 570-372-1721
FAX: 570-374-6347",40.80788,-76.881472
Somerset,"164 Stayrook Street, Somerset, PA 15501","Somerset County Assistance Office
164 Stayrook Street
Somerset, PA 15501","Toll Free: 1-800-248-1607
Phone: 814-443-3681
LIHEAP 814-443-3683
FAX: 814-445-4352",39.9930488,-79.0459778
Sullivan ,"918 Main Street, Laporte, PA 18626-0355","Sullivan County Assistance Office
918 Main Street, Suite 2
P.O. Box 355
Laporte, PA 18626-0355","Toll Free: 1-877-265-1681
Phone: 570-946-7174
LIHEAP 570-946-7174
FAX: 570-946-7189",41.4241425,-76.4934855
Susquehanna,"111 Spruce Street, Montrose, PA 18801-0128","Susquehanna County Assistance Office
111 Spruce Street
P.O. Box 128
Montrose, PA 18801-0128","Toll Free: 1-888-753-6328
Phone: 570-278-3891
LIHEAP: 1-866-410-2093
FAX: 570-278-9508",41.8347133,-75.87906
Tioga ,"11809 Route 6, Wellsboro, PA 16901-6764","Tioga County Assistance Office
11809 Route 6
Wellsboro, PA 16901-6764","Toll Free: 1-800-525-6842
Phone: 570-724-4051
LIHEAP 570-724-4051
FAX: 570-724-5612",41.7446057,-77.2674104
Union,"1610 Industrial Boulevard, Lewisburg, PA 17837-1292","Union County Assistance Office
Suite 300
1610 Industrial Boulevard
Lewisburg, PA 17837-1292","Toll Free: 1-877-628-2003
Phone: 570-524-2201
LIHEAP 570-522-5274
FAX: 570-524-2361",40.9607361,-76.9035449
Venango,"530 13th Street, Franklin, PA 16323-0391","Venango County Assistance Office
530 13th Street
Franklin, PA 16323-0391","Toll Free: 1-877-409-2421
Phone: 814-437-4341/4342
LIHEAP 814-437-4354
FAX: 814-437-4441",41.3961626,-79.8321741
Warren,"210 North Drive, N. Warren, PA 16365","Warren County Assistance Office
210 North Drive, Suite A
N. Warren, PA 16365","Toll Free: 1-800-403-4043
Phone: 814-723-6330
LIHEAP 814-726-2540
FAX: 814-726-1565",41.8831079,-79.145593
Washington,"167 North Main Street, Washington, PA 15301-4354","Washington County Assistance Office
167 North Main Street
Washington, PA 15301-4354","Toll Free: 1-800-835-9720
Phone: 724-223-4300
LIHEAP 724-223-5246
FAX: 724-223-4675",40.173433,-80.2468622
Wayne,"107 8th Street, Honesdale, PA 18431-0229","Wayne County Assistance Office
107 8th Street, 2nd Floor
P.O. Box 229
Honesdale, PA 18431-0229","Toll Free: 1-877-879-5267
Phone: 570-253-7100
LIHEAP 570-253-7118
FAX: 570-253-7374",41.572421,-75.255188
Westmoreland ,"587 Sells Lane, Greensburg, PA 15601-4493","Westmoreland County Assistance Office - Main Office
587 Sells Lane
Greensburg, PA 15601-4493","Toll Free: 1-800-905-5413
Phone: 724-832-5200
LIHEAP 724-832-5524
FAX: 724-832-5202",40.2931479,-79.536446
Wyoming,"608 Hunter Highway, Tunkhannock, PA 18657-0490","Wyoming County Assistance Office
608 Hunter Highway, Suite 6
P.O. Box 490
Tunkhannock, PA 18657-0490","Toll Free: 1-877-699-3312
Phone: 570-836-5171
LIHEAP: 570-836-5171
FAX: 570-996-4141",41.5282891,-75.9482759
York,"130 N. Duke Street, York, PA 17405-7041","York County Assistance Office
130 N. Duke Street
P.O. Box 15041
York, PA 17405-7041","Phone: 717-771-1100
Toll Free: 800-991-0929
LIHEAP
1-800-991-0929
FAX: 717-771-1261",39.9652874,-76.7269639
